"css"	"msd"	"mndiff"	"sddiff"
10	0.00770184318366802	0.140739091878709	0.131877264063801
20	0.00348302778340956	0.140021711598575	0.199788301649883
30	0.00142884878231045	0.0655052191824983	0.113173441516016
40	0.0012280734622609	0.0306063461052367	0.0872099915156999
50	0.00103727420205689	0.048466493259272	0.0989132363065269
60	0.000730407091007893	0.066348355553713	0.0884280020585216
70	0.000623059220265895	0.0454755637404572	0.0451093126782575
80	0.000613889098211894	0.0560854872756845	0.0489423126314903
90	0.000414292181475278	0.0518307558779619	0.0571895468503079
100	0.000608551721474897	0.0249975830066983	0.0523776906648524
110	0.00051852458925484	0.0283791926889237	0.0909184536133359
120	0.000501876213010324	0.0205333657581278	0.0432355973910392
130	0.000289611944217207	0.0374186490457489	0.0680968245285368
140	0.000255788104583942	0.0192446055436962	0.0419996875845006
150	0.000443127867201031	0.0317934385219873	0.0683902952760052
160	0.000273834840739689	0.0174224519823339	0.0421757301190511
170	0.000312210302746681	0.0292322928412422	0.0480988799113733
180	0.000254211330588542	0.0226385016250672	0.0554398393606902
190	0.000398585802234613	0.0403137199680917	0.077880009335715
200	0.00030812047754512	0.0338986027914121	0.0214187820552396
210	0.000271466844094412	0.0385917798487486	0.0319857454784519
220	0.000243552246080996	0.0228916202328198	0.0245107511448992
230	0.000140006923511497	0.0344523854472732	0.0363930967827884
240	0.000201952911293395	0.027303366532244	0.0390175508504044
250	0.000226624436678965	0.0186408925649823	0.0310089968915696
260	0.000176893624466126	0.0188386458179027	0.0555016392701159
270	0.000191910155369765	0.0302406999452067	0.0381493106712618
280	0.000151089474833081	0.0293891242055111	0.0348547056273695
290	0.000147129877819953	0.0236813217769228	0.022877964548885
300	0.000176736873539882	0.0341537974237659	0.0345878698173432
310	0.000134378095897166	0.0302347160213834	0.0342705609309029
320	0.000137755444693641	0.0165430485271392	0.0281856209065119
330	0.000140232035394592	0.0281571607702687	0.0278749719672726
340	8.33683687213783e-05	0.0142007746561148	0.0269861423284869
350	0.000176914115995031	0.0196489464621695	0.0491135989128115
360	0.000105891622928383	0.0156280022236739	0.0353678790424554
370	8.43882483075803e-05	0.0139341030405792	0.020263174733628
380	8.39417085202876e-05	0.0170229340675496	0.0277128335450778
390	7.90391030217734e-05	0.0111597443689798	0.020534902870294
400	6.00862525001957e-05	0.0104093170526356	0.0138149618247974
