"css"	"msd"	"mndiff"	"sddiff"
10	0.0048727283823009	0.0779813711184833	0.12766099761019
20	0.00213223199381626	0.0568535682848723	0.157612302803196
30	0.00157088749153068	0.0585594828834229	0.187315736043984
40	0.000733036994277244	0.0670436027228438	0.0844361446916025
50	0.00086150561001924	0.0741752332041948	0.100683789149263
60	0.000670061006312309	0.0448470737192521	0.104632039094569
70	0.000836068420537954	0.0830402144209914	0.0450866279984538
80	0.000446426238492697	0.0496007857162963	0.0580789112633338
90	0.000596906265379408	0.0316733847735675	0.0761486300621756
100	0.000646669291901229	0.0532231925206183	0.0678981339513434
110	0.000554464296228398	0.040220274528392	0.0682169064502056
120	0.000421139939732914	0.0338205208040217	0.0463887320297913
130	0.000304445115091763	0.0190608152965223	0.0568064010687931
140	0.000320636888388582	0.0291151533695659	0.0512147571282329
150	0.00020443656552371	0.0294930355862741	0.051803361388053
160	0.000448650247756304	0.0320414704915159	0.0556167483312422
170	0.000248181358018386	0.0322963810915044	0.0631357254942067
180	0.000276776941333508	0.0286854894877491	0.0245632716751876
190	0.000229393506196806	0.0302641142380289	0.0350185712500171
200	0.000238857676936069	0.0214754584164362	0.0580334089483076
210	0.000312310117315121	0.0264442652769324	0.0385435784808174
220	0.000340546288669253	0.0330883221855623	0.022150021742061
230	0.000288320290821836	0.0414822236509809	0.025330493655417
240	0.00023219388707253	0.0225630749004582	0.0522963126360095
250	0.000157958566402607	0.0190357208361952	0.0248657224824744
260	0.000199969629601569	0.009930954828171	0.0122259781305418
270	0.000150707485266856	0.0178967564054384	0.0551229074982127
280	0.000147056025031755	0.024118060621407	0.0290517247003899
290	0.000169940843691047	0.0227099334442241	0.0354618552148767
300	0.000141509895148391	0.0179638297623269	0.032592012591545
310	0.000147583745126758	0.0207556179822131	0.030242165064535
320	0.000149927178612435	0.0185240305187674	0.0197343621302405
330	0.000231222526795978	0.0223118860944915	0.0140414392365998
340	8.41564530010722e-05	0.00922942587820784	0.0412858254941446
350	0.000148859186410009	0.0161028900776197	0.0210342812363315
360	7.07681212164332e-05	0.012561597428671	0.0256752028737438
370	8.43096436907824e-05	0.0130134862851419	0.0219673893703749
380	0.00010039815955713	0.0148380499178088	0.0210632160815076
390	0.000104583806905064	0.0224948339308206	0.0282517684656199
400	9.51684545382893e-05	0.0164488627490538	0.0397643010334239
