"css"	"msd"	"mndiff"	"sddiff"
10	0.00593819301811891	0.101784244234022	0.152587666654935
20	0.00190773165743701	0.11028243507286	0.187307203712108
30	0.00179599382473968	0.0486399996125029	0.137510278736427
40	0.00153417365607508	0.0777865610367166	0.119927072088555
50	0.00114373472329552	0.0859142725299294	0.169758182868354
60	0.000711569745572808	0.0574015924918388	0.0710173808154987
70	0.000889845654324801	0.0459228958131744	0.123784914598202
80	0.000531849345896997	0.0384482896157836	0.0749774759424979
90	0.000468823641686583	0.0295082761127303	0.0723067935262512
100	0.000561577053688993	0.0203174657847012	0.0395808326804523
110	0.000371035623957563	0.0343746668987566	0.039552408584445
120	0.000405666329156721	0.0373578079745895	0.0561107086519624
130	0.000366721835581875	0.0232737385649754	0.0567677364283177
140	0.000427611668064985	0.0327302665565963	0.0588030095620919
150	0.000363852906034408	0.047463614921459	0.0525057653427453
160	0.000342826887606993	0.0373835109205013	0.045389324215836
170	0.000367068718639745	0.0338106524260498	0.0380818970167875
180	0.000359851351565967	0.0332937428417271	0.0393956336038172
190	0.000314396528996576	0.0360638943740817	0.0222113596761096
200	0.000245447545620164	0.0320099732960473	0.0565547851927464
210	0.000235287696603929	0.0338724512286072	0.0313770289700451
220	0.000270485189401895	0.0227594711782275	0.0448105393073613
230	0.000182880790755142	0.0200516534849431	0.0352630386221892
240	0.000157580423026841	0.0313991800205179	0.0272904867056066
250	0.000134747039034653	0.033040562249544	0.0386949648794438
260	0.000194155851568307	0.00946934904796433	0.0412214243081587
270	0.000231565838247427	0.0444741720374112	0.0539908631340746
280	0.000152326697622795	0.0172339062424052	0.017306197863947
290	0.000130252818526374	0.0193688236413231	0.0496191712491297
300	0.000174293060583491	0.0216688200380271	0.0191098668549036
310	0.000150034374626878	0.0353888797172126	0.0362607925390028
320	0.000109068583979492	0.0167863891992625	0.0165953934128978
330	0.000139677930520222	0.0131998938139084	0.015276646251839
340	0.000149109854385525	0.0184013857340485	0.0226606065477915
350	0.000157567727135973	0.0317468157966838	0.0222853244008329
360	0.000170594118795418	0.0267527975639328	0.0318352905405323
370	8.83050729704051e-05	0.0199607996506488	0.0270161117235428
380	0.000103618429070081	0.0155024019768831	0.0234093812670196
390	7.45463415637969e-05	0.0138167796735248	0.028810833495078
400	0.000125398950815402	0.0165476019501919	0.0268345681261083
