"css"	"msd"	"mndiff"	"sddiff"
10	0.00514977562689035	0.0576275312226724	0.157188399391899
20	0.00344763187213596	0.065993006880822	0.0977721052430391
30	0.00170568615015232	0.0556405749111006	0.0863847264924167
40	0.00153919038141663	0.0660347987285562	0.115464903763021
50	0.00158543275450667	0.0704654734793997	0.047523963076831
60	0.000700051765984397	0.0711271538706528	0.0791994083916939
70	0.000901891787179983	0.0535002660326961	0.0508355352549989
80	0.000641321879739452	0.0330021122281659	0.101049368082352
90	0.000572565074130382	0.0568048012610537	0.0397459912912502
100	0.000453771869941796	0.0239673482419819	0.0688447265159793
110	0.000331377126304428	0.0285643186144367	0.0527504481959288
120	0.000495319573659345	0.0292554920763152	0.086441147398121
130	0.00040543982648601	0.0444551727543297	0.0496940717539814
140	0.000416519492867735	0.0190023139941477	0.0392993005440203
150	0.000407463276843893	0.0351444419281261	0.0351757708631663
160	0.000172317644572154	0.0208961334761591	0.0349712336248492
170	0.000265791594069445	0.0219389443928815	0.052971409230331
180	0.000429543933901813	0.0378794402365462	0.0480036464781727
190	0.000300509855779667	0.0331329182782597	0.074043991432921
200	0.000410686081569789	0.0311865878122204	0.0808848389613346
210	0.0002198602237811	0.0281507659088041	0.0424177948813523
220	0.000243037801664379	0.0266043473790909	0.0233733008252429
230	0.000179616967949511	0.0263317310339964	0.0288411035308106
240	0.000206128074323527	0.0317398722728241	0.0491395423670635
250	0.000147545669712921	0.0192537978566481	0.0237178488968885
260	0.000200264620500833	0.0271070343452206	0.0468031962766022
270	0.000178906246844657	0.0194100184396138	0.0468815207359761
280	0.000138896082671925	0.028220050964355	0.0538142356066918
290	0.000153122889462933	0.0165606978446005	0.0219589341091095
300	0.000189101545091397	0.0168252680739179	0.0294258900613036
310	0.000221590952489739	0.0234749662068322	0.0403650606524321
320	0.000165108494903034	0.0132293035494847	0.0298483162286316
330	9.82263847872509e-05	0.0234045751300884	0.0356635349678489
340	0.000137584266053691	0.0160802308404034	0.0157702273334865
350	6.817785085133e-05	0.0162520137613304	0.0278868936321584
360	0.000127139837820943	0.0198481643846397	0.0346930785229402
370	0.000130997063341355	0.0100251830854385	0.030270690177669
380	9.869962730522e-05	0.0196427926488426	0.0159266146407882
390	0.000121987192196544	0.0215757263600824	0.037009557761087
400	0.000129081848976096	0.00672867477878509	0.0183488012235901
