"css"	"msd"	"mndiff"	"sddiff"
10	0.00782543751044021	0.143125462300938	0.157061797758271
20	0.00283555101534851	0.0646188216325433	0.111990696181077
30	0.00242589213289635	0.0682537792017082	0.137333551620889
40	0.00104357261170441	0.0445966359939055	0.0924008650492503
50	0.000894591803953652	0.0597224310898766	0.0802042101996622
60	0.000758105735402842	0.044001276270978	0.108144567102517
70	0.000599206048590077	0.0626967967496714	0.0867190562865655
80	0.000465609488307588	0.0314732000347092	0.0492704169986743
90	0.00054840775763121	0.0491154587609656	0.141593710154417
100	0.000523775950689138	0.035664543669881	0.0798100365590142
110	0.000384583214679801	0.0393918191007787	0.0748435735704354
120	0.000444308857927655	0.0355405922871488	0.026256048628684
130	0.000350114339413245	0.0147372004844248	0.0810440837041278
140	0.000384086196872138	0.0248857962831524	0.0513884364045863
150	0.000303816689382492	0.029161998384606	0.0161594498558126
160	0.000254757478077773	0.0360012862397459	0.0550027807842148
170	0.000336102160752371	0.0330994772404389	0.0805601416766386
180	0.000389661287026169	0.0455285295581591	0.0236160597797557
190	0.000178109446180535	0.0316597577794937	0.0376518001558748
200	0.000381658279550639	0.038491168275524	0.0313634440581158
210	0.000330365077306243	0.0144156767406626	0.039884903648977
220	0.000254695621984293	0.0252330588009693	0.0432107666064287
230	0.000165679708875156	0.0206684377233891	0.0440885378064651
240	0.000208533879957756	0.0314171040129383	0.0422528555195313
250	0.000191562672186261	0.0159925496894378	0.0500554874051034
260	0.000179075591091571	0.0339285716656552	0.0352561762276927
270	0.000304494099358973	0.0244400438599033	0.0361947032380079
280	0.000135747172990393	0.0112462570021699	0.0330213761772252
290	0.000184380098756394	0.0217509745138902	0.0380419217320656
300	0.00011632347655935	0.0149381821870321	0.0558258289136611
310	0.000157033880664132	0.0158660759038336	0.0524826242332647
320	0.00014374656455657	0.0191112959111547	0.0241563213818959
330	8.57539036296346e-05	0.0239297860324174	0.044675328594276
340	0.000126178382149756	0.0131316761486357	0.0277689509605878
350	0.000154827162582217	0.0200104197116211	0.0390958628445614
360	6.72619705435133e-05	0.0138733187470332	0.012042294443157
370	8.60578510958834e-05	0.0134976425200873	0.0273001222510913
380	7.1620159484211e-05	0.0213143633989904	0.0216337996841581
390	6.38322262634053e-05	0.0224012925514573	0.0297178748661059
400	0.000140647830964886	0.0265776262924104	0.0205550684926904
