"css"	"msd"	"mndiff"	"sddiff"
10	0.00513049911381746	0.07311410014921	0.10502535853191
20	0.00215470562714514	0.100240687157974	0.0980373152115967
30	0.0021214358805551	0.0784214903296255	0.0961275926615735
40	0.00102410375068937	0.0450895672613623	0.111138144606439
50	0.000671862997578607	0.0448437098681409	0.0961838895455311
60	0.000571382665119226	0.0384192681681014	0.0449980894334355
70	0.000625740398172883	0.0400797816507922	0.0822819102623163
80	0.000444389685102718	0.0513990968936036	0.0514229319941382
90	0.000651101520658661	0.0362032672427573	0.0597538849746811
100	0.000555061857182538	0.0258611414065873	0.0694707818959751
110	0.000432508588458098	0.0392975203655331	0.0581771121695841
120	0.000394115492582429	0.0263496858920571	0.0702788791761329
130	0.000346447600292904	0.0330116378040307	0.0539853574289228
140	0.000324654395756157	0.0302693787903108	0.0636260012716632
150	0.000400650483695177	0.0433747744796047	0.0466662482935262
160	0.000271852058159681	0.0317178263082969	0.0282673590595782
170	0.000172216430217048	0.0286408265569032	0.054053549971162
180	0.000267253866089962	0.0198569645210476	0.0241118111647039
190	0.000291511361918745	0.0293365797295581	0.0357359476688982
200	0.000321934078053371	0.0237759381387532	0.0484787710340595
210	0.000207082321948658	0.0269890231726	0.0303544605728869
220	0.000197509225501438	0.0206965446885406	0.0235422810903136
230	0.000256122208722887	0.0199792022812239	0.0189871817971985
240	0.000158814703486129	0.0301338690909077	0.0226574385358775
250	0.000130852843701499	0.0106957769486872	0.0348494858835055
260	0.000152151745547371	0.0193248386308868	0.0296875458255494
270	0.000280028309853852	0.0274304934067671	0.0340601316277277
280	0.000142574938795213	0.0118457990313406	0.0301984483191317
290	0.000146047097052675	0.012985733921598	0.0281369227895547
300	0.000218609651481691	0.0145695512100943	0.0300662772508972
310	0.000146741990248884	0.0169575960393017	0.0381400950063326
320	0.000162412773898773	0.0134685515234168	0.0430836396605774
330	0.000125676644192383	0.0156076398708088	0.0254016113956187
340	0.000125253148764219	0.0184648908711697	0.0402798979101281
350	0.000113165577781167	0.0312791408346898	0.04304064523671
360	0.000105844801825428	0.0159701987201675	0.0285715361722286
370	0.000181526214688274	0.0268091600182342	0.036696730810685
380	8.98903510393299e-05	0.0156769376075902	0.0421278474619827
390	9.52210717122875e-05	0.0106147703085761	0.0133693404636321
400	0.000120317616060472	0.0157439576900574	0.0255479395758479
