"css"	"msd"	"mndiff"	"sddiff"
10	0.00618888046815112	0.0972460166913095	0.0841772591994644
20	0.00226403572203524	0.0730548173204941	0.118875677496259
30	0.00181679062300867	0.0486507622184763	0.105549130437422
40	0.00131164653294171	0.0501935866957557	0.109426110675389
50	0.00144652851966532	0.0798554195724282	0.0738592050256046
60	0.000748787390448957	0.0600926185405197	0.0645358391627535
70	0.000605565017953999	0.0493264546683784	0.0748917318349413
80	0.00050177629019184	0.0118727507245125	0.0328100170659299
90	0.000436488953216201	0.0310529222419089	0.0430010484040447
100	0.000894883041860415	0.0255423855380163	0.0574686858678903
110	0.000330745859618638	0.0222158844331867	0.0319702708501824
120	0.000447034652724416	0.0410890231207684	0.0532184100742896
130	0.000443129988566571	0.0282443388828899	0.0528550136429041
140	0.000438308983054969	0.0186220017833644	0.0615564790432403
150	0.000383434814538317	0.0171275215214233	0.0412029213019362
160	0.000338351426473192	0.049364166713218	0.0566602217272746
170	0.000358031397266478	0.0322704478825022	0.0509075852841264
180	0.000199432820175179	0.0328007009213665	0.030137535125383
190	0.000297302839655499	0.0283596842170169	0.0611218439534543
200	0.000148098765694288	0.0204410765862276	0.0440037744130688
210	0.000204189414268899	0.0214124665714051	0.027504935755976
220	0.000265150548319883	0.0324663202495873	0.0219023465632205
230	0.000191260395502806	0.0205177091337159	0.017846933169516
240	0.000202002844026627	0.0163459987172314	0.0323619557284083
250	0.000200134061848917	0.0187519688770891	0.0407604795525359
260	0.000245327348229354	0.0145712552645751	0.0477677708782673
270	0.000159705412389291	0.033215080098339	0.0402169309016973
280	0.000164606164144649	0.0299135102631704	0.0513674126802436
290	0.000191170896106667	0.0475841564953932	0.0497339612696854
300	7.67738096916067e-05	0.0130485265756953	0.0352301876330659
310	0.000141714732464091	0.0234251337461151	0.0207014683241279
320	0.000143838351264128	0.0216385794961097	0.0508588612788733
330	0.000100943001482047	0.00540867387798903	0.0335485178287556
340	8.78590105055746e-05	0.0154502700561334	0.0280197428786439
350	6.31615408731666e-05	0.0129383689168861	0.0257777624519591
360	0.000129102236897893	0.0163861931887524	0.0237914998641685
370	0.000129379161320138	0.00987701429739045	0.0262150283889002
380	9.52882898214426e-05	0.0097861935623015	0.0228386843124708
390	0.000102557406279057	0.0227282737801637	0.0217058345524703
400	0.000110791108803343	0.0164907398845239	0.0399239020179458
